date,open,high,low,close,volume_usd
2026-04-22,78241.0265169755,78315.1302788418,78226.6654250171,78226.6654250171,818.8241943750193
2026-04-23,78226.6654250171,78894.167511747,76866.9810560924,78270.978914653,1473434.5771036567
2026-04-24,78270.978914653,79074.0030692631,77294.8331397923,77454.135815749,1774149.9018659454
2026-04-25,77454.135815749,78375.6295192454,77215.7639752299,77655.8101903618,766568.7480154306
2026-04-26,77655.8101903618,79095.1626580517,77356.6262369788,78667.3975479344,4977250.684117958
2026-04-27,78667.3975479344,79877.9779652552,76509.456787251,77387.022762453,5119983.585414675
2026-04-28,77387.022762453,77462.10375753,75659.1261524646,76310.0215214134,3232537.686560171
2026-04-29,76310.0215214134,77860.0763480849,74924.6184732328,75814.6883781079,5133070.619943182
2026-04-30,75814.6883781079,77048.4262785672,75359.3312538872,76303.0485210254,7014725.416171166
2026-05-01,76303.0485210254,79117.7374662798,76280.1844767634,78202.4580155148,7323266.069827794
2026-05-02,78202.4580155148,79225.9033383612,78031.3779482378,78657.659489672,2694101.000408123
2026-05-03,78657.659489672,79472.2754887097,78030.8179088168,78541.4218405574,5068060.924428828
2026-05-04,78541.4218405574,81174.6206362468,78169.4236015222,79827.8526750312,21562622.344584636
2026-05-05,79827.8526750312,82274.7844889009,79801.3377348663,80944.0309472095,8114003.237762115
2026-05-06,80944.0309472095,82795.6442987098,80761.9379680636,81397.5981167416,8799098.402900709
2026-05-07,81397.5981167416,81854.0956818463,79569.8540141101,80035.1730156416,11089446.736671988
2026-05-08,80035.1730156416,80804.4550391236,79214.8036928355,80201.0365433013,15369340.926122654
2026-05-09,80201.0365433013,81628.7306111117,80041.943585642,80663.1090384745,11765449.956791138
2026-05-10,80663.1090384745,82638.6848672871,80428.7655085738,82199.7727452204,17875620.89020278
2026-05-11,82199.7727452204,82474.3294844077,80505.6047602314,81730.1827313245,20547836.98669005
2026-05-12,81730.1827313245,81993.4686770695,79792.3627949171,80466.8522361487,23189114.301927987
2026-05-13,80466.8522361487,81819.1843484277,78658.4090526873,79268.0318112349,21449439.147201117
2026-05-14,79268.0318112349,82224.1804546029,78931.9690929534,81019.8232119869,29806663.762768257
2026-05-15,81019.8232119869,81956.2730206308,78407.2144838809,79067.2276339779,34244733.981918275
2026-05-16,79067.2276339779,79521.7439982426,75165.5497838457,77906.5632609553,13875787.327122787
2026-05-17,77906.5632609553,78862.4245781704,76166.0609570162,77318.6063949838,18100590.78593556
2026-05-18,77318.6063949838,77796.827175431,76028.9295442775,76938.2959955067,39348988.53949287
2026-05-19,76938.2959955067,77315.0354269996,76145.3839437806,76760.5854294001,34121410.575496405
2026-05-20,76760.5854294001,78407.3562177132,76459.9834149636,77464.3870117959,34668242.13083227
2026-05-21,77464.3870117959,78468.2807773321,76428.343071966,77563.2041783096,26119748.85481415
2026-05-22,77563.2041783096,78266.1724100733,75361.045030472,75479.1007728906,21276205.391118173
2026-05-23,75479.1007728906,77360.5174058522,74253.4952798279,76689.7781572115,18834964.466192655
2026-05-24,76689.7781572115,77483.7037037036,75984.8388690804,77002.0243323371,18922106.553040113
2026-05-25,77002.0243323371,77962.5194607458,76877.8576807144,77266.9041288847,18191214.729112834
2026-05-26,77266.9041288847,77955.8696361334,75565.4804272289,75811.372775054,34554250.88044435
2026-05-27,75811.372775054,76344.5775564281,74140.6831122203,74342.9953307382,29858021.92873993
2026-05-28,74342.9953307382,74709.4985112929,72439.7337709621,73544.6888496956,29782506.070951305
2026-05-29,73544.6888496956,74362.2965910607,72444.8304128129,73386.5663603417,29194533.933914006
2026-05-30,73386.5663603417,74312.9030620244,73072.839053886,73756.5494473499,12366610.959425287
