date,open,high,low,close,volume_usd
2025-03-04,0.000898950811671573,0.000902539301867918,0.000761905571657074,0.000897571980195446,95.34965733469244
2025-03-05,0.000897571980195446,0.000947744587409524,0.000890674253409929,0.000939212205872819,448.03166040307696
2025-03-06,0.000939212205872819,0.000939739070332562,0.000875137590495078,0.000875137590495078,234.22980947997604
2025-03-07,0.000875137590495078,0.000875137590495078,0.000735302941097825,0.000735302941097825,438.3817963833427
2025-03-08,0.000735302941097825,0.000735302941097825,0.00063273395521407,0.000723718852059596,142.53041752896902
2025-03-09,0.000723718852059596,0.000723718852059596,0.000631904045971861,0.000648801480969274,136.58386925362723
2025-03-10,0.000648801480969274,0.000670221955803739,0.000527482733550761,0.000542770498079689,661.0837101525395
2025-03-11,0.000542770498079689,0.000643438101322181,0.000447509932943371,0.000467931384502815,655.8472096148743
2025-03-12,0.000467931384502815,0.000562208569334885,0.000467931384502815,0.000562208569334885,296.6610736569215
2025-03-13,0.000562208569334885,0.000566673220236845,0.000530699074909091,0.000532320932266106,395.62205735328956
2025-03-14,0.000532320932266106,0.000792959711855205,0.000514616978066122,0.000690830954242934,1096.65938519713
2025-03-15,0.000690830954242934,0.000739170866723653,0.000690830954242934,0.000721128531345243,84.36438623322806
2025-03-16,0.000721128531345243,0.000729282870764845,0.000704700265899566,0.000712374486110859,65.81028286680055
2025-03-17,0.000712374486110859,0.000808084191873414,0.000653008878355645,0.000792333039108384,839.1867887329137
2025-03-18,0.000792333039108384,0.000792333039108384,0.00072354972333852,0.000735155777101844,309.10711952088946
2025-03-19,0.000735155777101844,0.000775358396823288,0.000719131907673265,0.000767446021544033,190.03572153590096
2025-03-20,0.000767446021544033,0.000783566846146846,0.00073555539023652,0.000739198340737054,67.45419788224511
2025-03-21,0.000739198340737054,0.000755242392859892,0.00072929186171188,0.000755242392859892,123.53690514134865
2025-03-22,0.000755242392859892,0.000773766122801186,0.000748017510620801,0.000773766122801186,20.135830006025156
2025-03-23,0.000773766122801186,0.000773766122801186,0.000715490351732415,0.000748715188976522,313.46431591919725
2025-03-24,0.000748715188976522,0.000853785545392948,0.000748715188976522,0.000837864463807466,195.81103586236978
2025-03-25,0.000837864463807466,0.000845715131504669,0.000784073753653152,0.000784073753653152,258.0072920433871
2025-03-26,0.000784073753653152,0.000831875789084152,0.000774219558530442,0.000781999420035492,316.41907585222
2025-03-27,0.000781999420035492,0.000795241225637,0.000667127348742948,0.000686582059066884,309.14502471011656
2025-03-28,0.000686582059066884,0.000686582059066884,0.000605312547125826,0.000625543645066559,154.78620518815336
2025-03-29,0.000625543645066559,0.000643828690057657,0.000601752431522605,0.000606977552973479,192.62387283831887
2025-03-30,0.000606977552973479,0.0006176285208038,0.000558845565389563,0.000558845565389563,57.49570677603297
2025-03-31,0.000558845565389563,0.000613945017116826,0.000552154351210076,0.000602566358736815,72.20113834391422
2025-04-01,0.000602566358736815,0.000631160131356305,0.000602566358736815,0.000631160131356305,78.36442564380488
2025-04-02,0.000631160131356305,0.000631160131356305,0.000500845632076984,0.000504902551432148,82.84617049905592
2025-04-03,0.000504902551432148,0.000523579007667823,0.000435786897089808,0.000456136782981534,618.3496160351358
2025-04-04,0.000456136782981534,0.000472441261289032,0.000439649167210476,0.000448063784827077,459.3235870659062
2025-04-05,0.000448063784827077,0.000455945949542295,0.00044255573925349,0.000449391914742774,153.0278314951741
2025-04-06,0.000449391914742774,0.000454495143576024,0.00037550552923524,0.000384076634177784,218.65822996755296
2025-04-07,0.000384076634177784,0.000419839969713201,0.000342560249244728,0.000412145799614573,492.63654047681865
2025-04-08,0.000412145799614573,0.000435761887281926,0.000391868956595308,0.000414438276735463,462.953209420936
2025-04-09,0.000414438276735463,0.000582640439865719,0.000396098327028178,0.000565542660819449,111.86087733258076
2025-04-10,0.000565542660819449,0.000565542660819449,0.000482611090353302,0.000513795659698167,13.56319747652734
2025-04-11,0.000513795659698167,0.000529878312760664,0.000513795659698167,0.000525891052822053,9.525691347307633
2025-04-12,0.000525891052822053,0.000725829133998073,0.000510972985544461,0.000725829133998073,143.1018838994686
2025-04-13,0.000725829133998073,0.000725829133998073,0.000647860421870089,0.000647860421870089,56.79616400146766
2025-04-14,0.000647860421870089,0.000730354412305226,0.000634148766676511,0.000649220048681017,87.31247565186037
2025-04-15,0.000649220048681017,0.00065225268956173,0.000610271029236095,0.000616211168801535,18.713967878014127
2025-04-16,0.000616211168801535,0.000616211168801535,0.000531212140379233,0.000531212140379233,38.2222323017076
2025-04-17,0.000531212140379233,0.000536355786816722,0.000475990172012625,0.000475990172012625,2.335982061212711
2025-04-19,0.000475990172012625,0.000486236446173364,0.000475990172012625,0.000486236446173364,0.0538247956905695
2025-04-20,0.000486236446173364,0.00049691825676231,0.000486236446173364,0.000487780242329851,0.1621688792922752
2025-04-21,0.000487780242329851,0.000514058406053714,0.000487780242329851,0.000504847661661517,0.1317463177156338
2025-04-22,0.000504847661661517,0.000560218260908252,0.000504847661661517,0.000551092577414306,3.042359807334572
2025-04-23,0.000551092577414306,0.000551092577414306,0.000539880616609634,0.000539880616609634,0.2049777951677735
2025-04-24,0.000539880616609634,0.000582296397181346,0.000539880616609634,0.000550424815490888,0.5483486862816493
2025-04-25,0.000550424815490888,0.000550424815490888,0.000501619588081913,0.000501619588081913,0.438557525463452
2025-04-26,0.000501619588081913,0.000512330115367419,0.000501619588081913,0.000512330115367419,0.0800354217893075
2025-04-27,0.000512330115367419,0.00052531344252011,0.000504325338538986,0.00052531344252011,0.2991152658999847
2025-04-28,0.00052531344252011,0.000582660190534118,0.00052531344252011,0.000582660190534118,0.4735205916965106
2025-04-29,0.000582660190534118,0.000606357617317733,0.000582660190534118,0.000596719679474354,2.986605104875686
2025-05-02,0.000596719679474354,0.000621511637742775,0.000596719679474354,0.000604736241272408,2.940965744137882
2025-05-03,0.000604736241272408,0.000613915508273546,0.000602617119976784,0.000602617119976784,1.318274034018667
2025-05-04,0.000602617119976784,0.000602617119976784,0.000484874682025588,0.000484874682025588,1.1826032952197356
2025-05-05,0.000484874682025588,0.000496229254411026,0.000484874682025588,0.000496229254411026,0.0872039013660213
2025-05-07,0.000496229254411026,0.000496229254411026,0.00049452406911877,0.00049452406911877,0.0495295187374563
2025-05-08,0.00049452406911877,0.000611883566338892,0.00049452406911877,0.000611883566338892,0.673719675223473
2025-05-09,0.000611883566338892,0.000763735475834043,0.000611883566338892,0.000763735475834043,1.0949018172407525
2025-05-10,0.000763735475834043,0.000878003842132142,0.000754267324357398,0.000869263403866449,16.803851845492858
2025-05-11,0.000869263403866449,0.000879647061838628,0.000732950381359772,0.000772356024770714,14.07335268230405
2025-05-12,0.000772356024770714,0.000866785668040957,0.000772356024770714,0.000808444335373042,8.426539372011447
2025-05-13,0.000808444335373042,0.001223039097911,0.000808444335373042,0.00115991528412054,275.1480207143394
2025-05-14,0.00115991528412054,0.00129620026375085,0.00114961025523705,0.00124697437429605,170.6442328445306
2025-05-15,0.00124697437429605,0.00125433145225256,0.000882254041628925,0.000973210854993055,236.6440545390183
2025-05-16,0.000973210854993055,0.0010198085745187,0.000973210854993055,0.000977555546984788,20.98005182384265
2025-05-17,0.000977555546984788,0.000977555546984788,0.000918361526376198,0.000919979838440506,51.55817587387657
2025-05-18,0.000919979838440506,0.000943974697828406,0.000894251005914492,0.000894251005914492,14.646121128035892
2025-05-19,0.000894251005914492,0.00091645459725805,0.000848256629884563,0.000886229073239104,39.55728502316964
2025-05-20,0.000886229073239104,0.000914858180967232,0.00086791710678537,0.000874739296360701,21.503140816556463
2025-05-21,0.000874739296360701,0.000915193797810867,0.00085849755955565,0.00085849755955565,20.259617769087768
2025-05-23,0.00085849755955565,0.000912370613125663,0.00085849755955565,0.000889902033991742,18.900147011382312
2025-05-24,0.000889902033991742,0.000897704987507459,0.000864382069563952,0.000864382069563952,11.890842249377199
2025-05-25,0.000864382069563952,0.000864382069563952,0.000793446865916395,0.000821546316751566,6.031357373488569
2025-05-26,0.000821546316751566,0.000838533550525305,0.000809372916477117,0.000809372916477117,0.014851176062407758
2025-05-27,0.000809372916477117,0.000815796977281932,0.000809372916477117,0.000815796977281932,0.0100375098117639
2025-05-29,0.000815796977281932,0.000815796977281932,0.00079074392001204,0.00079074392001204,0.0256561776466555
2025-05-31,0.00079074392001204,0.00079074392001204,0.000673140524810809,0.000673140524810809,0.0196571052856145
2025-06-07,0.000673140524810809,0.000680003625194242,0.000673140524810809,0.000680003625194242,0.0127941617333293
2025-06-11,0.000680003625194242,0.000827511316716658,0.000680003625194242,0.000827511316716658,0.022100261063378097
2025-06-17,0.000827511316716658,0.000827511316716658,0.000716564163781149,0.000716564163781149,0.0234810764630798
2025-06-19,0.000716564163781149,0.000716564163781149,0.000663048383272471,0.000663048383272471,0.0105656662142056
2025-06-22,0.000663048383272471,0.000663048383272471,0.000484990878921222,0.000484990878921222,0.0522504756712816
2025-06-23,0.000484990878921222,0.000500388784549201,0.000484990878921222,0.000500388784549201,0.0418562363003414
2025-06-26,0.000500388784549201,0.00057585427793475,0.000500388784549201,0.000537852123285583,0.0838881753243806
2025-06-30,0.000537852123285583,0.000547411918327094,0.000537852123285583,0.000547411918327094,0.0275650369960656
2025-07-02,0.000547411918327094,0.000547411918327094,0.000517079286479666,0.000517079286479666,0.0229312932037774
2025-07-06,0.000517079286479666,0.000550421163023243,0.000517079286479666,0.000547205519836058,0.0520317493390125
2025-07-11,0.000547205519836058,0.000647482805147547,0.000547205519836058,0.000647482805147547,0.0558376974368136
2025-07-12,0.000647482805147547,0.000647482805147547,0.000631197059760695,0.000631197059760695,0.00877249404878134
2025-07-23,0.000631197059760695,0.000631543201777121,0.000631197059760695,0.000631543201777121,0.000793844663759819
2025-07-30,0.000631543201777121,0.000631543201777121,0.000516463929315241,0.000516463929315241,1.03207664388949e-05
2025-08-02,0.000516463929315241,0.000516463929315241,0.000473268905507319,0.000480858960818561,2.953555882724807e-05
2025-08-04,0.000480858960818561,0.000505626240624187,0.000480858960818561,0.000505626240624187,3.51039247452319e-05
2025-08-05,0.000505626240624187,0.000522779446465491,0.000505626240624187,0.000522779446465491,2.297939009909622e-05
2025-08-08,0.000522779446465491,0.000584462501743848,0.000522779446465491,0.000584462501743848,4.257965947147789e-05
2025-08-09,0.000584462501743848,0.000616340015389567,0.000584462501743848,0.000616340015389567,3.701466433655635e-05
2025-08-13,0.000616340015389567,0.000731164629750161,0.000616340015389567,0.000731164629750161,4.238055711780762e-05
2025-08-19,0.000731164629750161,0.000731164629750161,0.000676616049845208,0.000683299272341603,2.383331538e-05
2025-11-08,0.000683299272341603,0.000683299272341603,0.000311017137111926,0.000311017137111926,0.00106244051694309
2026-01-05,0.000311017137111926,0.000311017137111926,0.000153488111408604,0.000153488111408604,0.000153488111408604
2026-04-14,0.000153488111408604,0.000153488111408604,9.82043044680115e-05,9.82043044680115e-05,1.3949546226e-10
