epoch_start,pool,token_id,voter,final_weight,voted_weight,abstained_weight,n_voted,n_abstained,last_event_ts
2024-01-25,0x08b935148ab10d3699cb8d944519e8213abe6f1d,21,0x4444aaaacdba5580282365e25b16309bd770ce4a,184953.421903,184953.421903,0.0,1,0,1706732783
2024-01-25,0x08b935148ab10d3699cb8d944519e8213abe6f1d,43,0x2ddb405238368695f34d30a80ab60c449aa5ce48,153535.814541,153535.814541,0.0,1,0,1706731021
2024-01-25,0x08b935148ab10d3699cb8d944519e8213abe6f1d,56,0x48a5a6a01ba89cddf97d2d552923d5a11401ed19,167904.080166,167904.080166,0.0,1,0,1706741927
2024-01-25,0x08b935148ab10d3699cb8d944519e8213abe6f1d,68,0x132e47cf2c19ec2d8dd56e1528fc7e18dc09188f,93483.72736,93483.72736,0.0,1,0,1706717481
2024-01-25,0x08b935148ab10d3699cb8d944519e8213abe6f1d,74,0x9c0d72f2ac26420cb7eeb155bf401b672840e87b,480009.461704,480009.461704,0.0,1,0,1706712873
2024-01-25,0x08b935148ab10d3699cb8d944519e8213abe6f1d,85,0xc877f7c4c1605692226888f884a823cfb8eb11bd,786484.146157,786484.146157,0.0,1,0,1706713151
2024-01-25,0x08b935148ab10d3699cb8d944519e8213abe6f1d,112,0x5c965d2f24e8fc49146575b039fbda4033d3cf94,1405582.304733,1405582.304733,0.0,1,0,1706708429
2024-01-25,0x08b935148ab10d3699cb8d944519e8213abe6f1d,140,0x9dfd75098827fdc75bd0197d12c405b4518f8d11,73660.791254,73660.791254,0.0,1,0,1706729227
2024-01-25,0x08b935148ab10d3699cb8d944519e8213abe6f1d,458,0x7a921b0365b4571bee00ba5a1dbb422b11f13f9e,51566.133364,51566.133364,0.0,1,0,1706715173
2024-01-25,0x08b935148ab10d3699cb8d944519e8213abe6f1d,502,0x66f920658396f4c3642a32f6b5d5b65c3d6349db,136860.836083,136860.836083,0.0,1,0,1706717665
2024-01-25,0x08b935148ab10d3699cb8d944519e8213abe6f1d,641,0x1aec38688e9e504fe1e5137e7c92bb1b092faa15,33301.180298,33301.180298,0.0,1,0,1706709581
2024-01-25,0x08b935148ab10d3699cb8d944519e8213abe6f1d,655,0x3590f55eecc2eb731e6888acf5e5c87f22be85be,31705.59919,31705.59919,0.0,1,0,1706709403
2024-01-25,0x08b935148ab10d3699cb8d944519e8213abe6f1d,701,0xacd97a24977afa76d74c6ed7f363f6e4366f74bb,18824.271671,18824.271671,0.0,1,0,1706710457
2024-01-25,0x08b935148ab10d3699cb8d944519e8213abe6f1d,715,0x13108ab5c6eb7efdcd7ba6f8cc55d265eae6176f,26979.219955,26979.219955,0.0,1,0,1706709887
2024-01-25,0x08b935148ab10d3699cb8d944519e8213abe6f1d,749,0x973a783d79fd380309f3ccfc1f4ef9f21fcf6c0c,15499.99986,15499.99986,0.0,1,0,1706711611
2024-01-25,0x08b935148ab10d3699cb8d944519e8213abe6f1d,904,0x544845005e42fe00a3c0e9735eeec25aa068b428,8882.243606,8882.243606,0.0,1,0,1706708339
2024-01-25,0x08b935148ab10d3699cb8d944519e8213abe6f1d,929,0xfaeaad01421b3acfd3bdcbface76d5038f4ce665,17116.112174,17116.112174,0.0,1,0,1706712105
2024-01-25,0x08b935148ab10d3699cb8d944519e8213abe6f1d,1005,0xceeeb61e596f0bae44b791f3f1655501df7fa045,7867.534866,7867.534866,0.0,1,0,1706713183
