epoch_start,pool,token_id,voter,final_weight,voted_weight,abstained_weight,n_voted,n_abstained,last_event_ts
2024-02-08,0x08b935148ab10d3699cb8d944519e8213abe6f1d,21,0x4444aaaacdba5580282365e25b16309bd770ce4a,384531.290602,384531.290602,371858.325201,1,1,1707939817
2024-02-08,0x08b935148ab10d3699cb8d944519e8213abe6f1d,47,0x011b0a055e02425461a1ae95b30f483c4ff05be7,67657.68694,67657.68694,0.0,1,0,1707951147
2024-02-08,0x08b935148ab10d3699cb8d944519e8213abe6f1d,67,0x8ce17ff2c7376e9adfe9c63c47a801097fa6c525,0.0,0.0,110002.196526,0,1,1707945177
2024-02-08,0x08b935148ab10d3699cb8d944519e8213abe6f1d,68,0x132e47cf2c19ec2d8dd56e1528fc7e18dc09188f,70702.172071,70702.172071,0.0,1,0,1707950451
2024-02-08,0x08b935148ab10d3699cb8d944519e8213abe6f1d,74,0x9c0d72f2ac26420cb7eeb155bf401b672840e87b,0.0,0.0,480009.461704,0,1,1707899453
2024-02-08,0x08b935148ab10d3699cb8d944519e8213abe6f1d,112,0x5c965d2f24e8fc49146575b039fbda4033d3cf94,0.0,0.0,1405582.304733,0,1,1707929967
2024-02-08,0x08b935148ab10d3699cb8d944519e8213abe6f1d,391,0x6fe797a05359c9d91b1f85d418e2ed4ea6c65a8f,23586.889666,23586.889666,0.0,1,0,1707949485
2024-02-08,0x08b935148ab10d3699cb8d944519e8213abe6f1d,458,0x7a921b0365b4571bee00ba5a1dbb422b11f13f9e,0.0,0.0,51566.133364,0,1,1707948055
2024-02-08,0x08b935148ab10d3699cb8d944519e8213abe6f1d,597,0x1ce0c2b445c8e87ea4c40b6e721d9a39b09f6459,9205.755818,9205.755818,0.0,1,0,1707947203
2024-02-08,0x08b935148ab10d3699cb8d944519e8213abe6f1d,628,0x8fa5ebb986fa6db89291a383142bb756ab88428e,17443.376709,17443.376709,0.0,1,0,1707945589
2024-02-08,0x08b935148ab10d3699cb8d944519e8213abe6f1d,989,0xe53f4d44c45dbc16a20ab64f8a8b4404ddbbefec,11465.344275,11465.344275,0.0,1,0,1707950227
2024-02-08,0x08b935148ab10d3699cb8d944519e8213abe6f1d,1185,0xc954892d9caf463e967884e379a6ee4c78d61be7,0.0,0.0,11146.901846,0,1,1707930839
