epoch_start,pool,token_id,voter,final_weight,voted_weight,abstained_weight,n_voted,n_abstained,last_event_ts
2024-07-11,0x03ff264046b085450649a993cdd65dcdd01a893e,47,0x011b0a055e02425461a1ae95b30f483c4ff05be7,0.0,0.0,201979.881633,0,1,1721256701
2024-07-11,0x03ff264046b085450649a993cdd65dcdd01a893e,51,0x0f228805c03a693aa964a791e0b2e2c6e6c6513f,0.0,0.0,60866.368457,0,1,1721251171
2024-07-11,0x03ff264046b085450649a993cdd65dcdd01a893e,170,0xbe6695fb4c6fed0385568a3dd1873746054ed958,0.0,0.0,51705.858372,0,1,1721256747
2024-07-11,0x03ff264046b085450649a993cdd65dcdd01a893e,190,0x48d18a882b0be145606a11fce6f8a301256b93fa,0.0,0.0,55850.265207,0,1,1721229305
2024-07-11,0x03ff264046b085450649a993cdd65dcdd01a893e,289,0x95b05f935655c37ada2088c5767e5006f230b068,0.0,0.0,6019.804304,0,1,1721254225
2024-07-11,0x03ff264046b085450649a993cdd65dcdd01a893e,327,0xd2f132930ea3c58a389c6ad3a91ef104f95fe697,0.0,0.0,26122.561554,0,1,1721247731
2024-07-11,0x03ff264046b085450649a993cdd65dcdd01a893e,376,0xff53e3a27b7252148e0f1daf4a00261eee59177f,7232.78267,7232.78267,0.0,1,0,1721257053
2024-07-11,0x03ff264046b085450649a993cdd65dcdd01a893e,974,0x11ef8f3f57b7c2a317a420854cecdd8a88f6cb64,14959.38354,14959.38354,0.0,1,0,1721257185
2024-07-11,0x03ff264046b085450649a993cdd65dcdd01a893e,1321,0x42fcdf3b9597e46121b194c7911faf0ab2f6ea43,9599.553776,9599.553776,0.0,1,0,1721257199
2024-07-11,0x03ff264046b085450649a993cdd65dcdd01a893e,1454,0x586db0ea617db9a4254f295c5c93a13915c975cd,11.130333,11.130333,0.0,1,0,1721257199
2024-07-11,0x03ff264046b085450649a993cdd65dcdd01a893e,1511,0x4f321ad6ddc21ebcf9ee7213d2b41895196b6a9b,3051.08395,3051.08395,0.0,1,0,1721256931
2024-07-11,0x03ff264046b085450649a993cdd65dcdd01a893e,1559,0x0bf7fb51211b4842bad8e831ba2f42fcb836c7e1,7426.677951,7426.677951,0.0,1,0,1721257187
2024-07-11,0x03ff264046b085450649a993cdd65dcdd01a893e,2226,0xdf632ea5ba8283488aae8538e17a2f802243a61a,0.0,0.0,1934.497065,0,1,1721252681
2024-07-11,0x03ff264046b085450649a993cdd65dcdd01a893e,7121,0x011b0a055e02425461a1ae95b30f483c4ff05be7,0.0,0.0,77368.930435,0,1,1721256741
2024-07-11,0x03ff264046b085450649a993cdd65dcdd01a893e,7984,0xde3d47efad0a417473342a49fab24bdfd7139b72,17681.782094,17681.782094,0.0,1,0,1721257181
2024-07-11,0x03ff264046b085450649a993cdd65dcdd01a893e,9951,0xbc83501a04709f5d69d7c69fd154144bddc968f4,0.0,0.0,33584.181565,0,1,1721256731
2024-07-11,0x03ff264046b085450649a993cdd65dcdd01a893e,10836,0xa824477aebf0c1c839dc339b9030a507d4379912,6015.037774,6015.037774,6190.096293,1,1,1721257111
2024-07-11,0x03ff264046b085450649a993cdd65dcdd01a893e,10940,0x418340b636a908e69e98bb0c36ec4610980dce87,18159.855922,18159.855922,18231.386633,1,1,1721257119
2024-07-11,0x03ff264046b085450649a993cdd65dcdd01a893e,14092,0xfcbb477ec276476b6029ed0467f28f5ac1712884,1784.549126,1784.549126,0.0,1,0,1721256993
2024-07-11,0x03ff264046b085450649a993cdd65dcdd01a893e,14333,0x122118af844eafeaea3e2c43c8346dae87e6c9c0,421.655089,421.655089,435.672911,1,1,1720668481
2024-07-11,0x03ff264046b085450649a993cdd65dcdd01a893e,17350,0x850b0fe06389bdfa7f768353973def830f9de159,0.0,0.0,6373.943395,0,1,1721256363
2024-07-11,0x03ff264046b085450649a993cdd65dcdd01a893e,18878,0x5035568d03b6c60182ccd9929383a1362008a436,570.140937,570.140937,0.0,1,0,1721257107
2024-07-11,0x03ff264046b085450649a993cdd65dcdd01a893e,26282,0x319134ee7edc17b66acce122b3c9718f9fa20a97,0.0,0.0,11.347448,0,1,1721122289
2024-07-11,0x04c7d6172aef0ff6fa09d21eb929a45a41c8c13e,24152,0xdc2358e715a8753cd1cc85f19f7dbd8be97261c1,2.814162,2.814162,0.0,1,0,1721070687
2024-07-11,0x04c7d6172aef0ff6fa09d21eb929a45a41c8c13e,28761,0xdc2358e715a8753cd1cc85f19f7dbd8be97261c1,1.448212,1.448212,0.0,1,0,1721070729
2024-07-11,0x0522d1c88ef60f22fa4d3eec6f8c6f48631d7ec3,23266,0x96cd8aea2da8955c38f951262d4d5c06e4315fed,547.654254,2176.704972,2163.823427,4,4,1721249831
2024-07-11,0x06709c364dd4e2f5b0c10b1ebf80b2ce483dbdc5,1756,0x1d1013c8472122e2fa21bcf87a54d658224923ba,553.702713,553.702713,553.702713,1,1,1721251155
2024-07-11,0x06709c364dd4e2f5b0c10b1ebf80b2ce483dbdc5,2276,0x53a385d47d3a011539ec377f53acb410f53ff97d,1359.173109,1359.173109,0.0,1,0,1721254083
2024-07-11,0x06709c364dd4e2f5b0c10b1ebf80b2ce483dbdc5,2313,0x3888132606615fc0759853b6ec1107e717d0ae52,0.0,0.0,995.711022,0,1,1721235627
2024-07-11,0x06709c364dd4e2f5b0c10b1ebf80b2ce483dbdc5,4113,0x194bbcbfd3913843d260025e6664226f3357c80e,0.0,0.0,155.976903,0,1,1721257047
2024-07-11,0x06709c364dd4e2f5b0c10b1ebf80b2ce483dbdc5,10082,0x83fad94eaa0fa69df6a9f13f7c3577be6180b3bb,9820.010152,9820.010152,0.0,1,0,1721238391
2024-07-11,0x06709c364dd4e2f5b0c10b1ebf80b2ce483dbdc5,11456,0xcc56eacc2146b291df4c5ce3d6a79aeb28c94bd0,0.0,0.0,220.750265,0,1,1720961007
2024-07-11,0x06709c364dd4e2f5b0c10b1ebf80b2ce483dbdc5,20457,0xf5c18fa4241db779fd68dcf01c88b78314cd54cb,0.0,0.0,58.077037,0,1,1721256505
2024-07-11,0x06709c364dd4e2f5b0c10b1ebf80b2ce483dbdc5,21345,0xf5c18fa4241db779fd68dcf01c88b78314cd54cb,0.0,0.0,96.852219,0,1,1721256533
2024-07-11,0x06709c364dd4e2f5b0c10b1ebf80b2ce483dbdc5,24279,0xcabfd7c8836e71edd2b1621c56d17a31510df859,1.974654,1.974654,0.0,1,0,1720699403
2024-07-11,0x081e4455d91726212d1fa9affee80637d1f7be8e,6142,0xaa00ec0ccd12d8b15ad502daa6be6166b7c472f9,38.44291,38.44291,38.646609,1,1,1721257115
2024-07-11,0x081e4455d91726212d1fa9affee80637d1f7be8e,6564,0xbdec7287c08c0c153f9843c4796d59e3bf7178e4,0.0,0.0,7.618472,0,1,1721251311
2024-07-11,0x081e4455d91726212d1fa9affee80637d1f7be8e,10917,0xc91703f7b55bb1459840b2f7ac099d47eb002422,0.0,0.0,62.944127,0,1,1721257091
2024-07-11,0x081e4455d91726212d1fa9affee80637d1f7be8e,20657,0x642078fcc20130ea8999d7fe55368922fd38971a,0.0,0.0,194.315071,0,1,1721254247
2024-07-11,0x088c39ee29fc30df8adc394e9f7dea33e3a26507,43,0x2ddb405238368695f34d30a80ab60c449aa5ce48,0.0,0.0,96066.897145,0,1,1721250689
2024-07-11,0x088c39ee29fc30df8adc394e9f7dea33e3a26507,56,0x48a5a6a01ba89cddf97d2d552923d5a11401ed19,0.0,0.0,455253.301118,0,1,1721256567
2024-07-11,0x088c39ee29fc30df8adc394e9f7dea33e3a26507,92,0x0f9548165c4960624debb7e38b504e9fd524d6af,0.0,0.0,12995.326068,0,1,1721257169
2024-07-11,0x088c39ee29fc30df8adc394e9f7dea33e3a26507,163,0x7ed7888f3bf70ed07f94fd7381d39476928331f7,29083.106974,29083.106974,29083.106974,1,1,1721257109
2024-07-11,0x088c39ee29fc30df8adc394e9f7dea33e3a26507,285,0xe8788a8926dac3d25c591caa64d5296044c1446d,0.0,0.0,26508.753322,0,1,1721238395
2024-07-11,0x088c39ee29fc30df8adc394e9f7dea33e3a26507,289,0x95b05f935655c37ada2088c5767e5006f230b068,0.0,0.0,12017.092971,0,1,1721254225
2024-07-11,0x088c39ee29fc30df8adc394e9f7dea33e3a26507,303,0xab12253171a0d73df64b115cd43fe0a32feb9daa,0.0,0.0,4604.405883,0,1,1721231687
2024-07-11,0x088c39ee29fc30df8adc394e9f7dea33e3a26507,329,0xac46dac5c58bf33a216a0b756bfb9b3d86407f97,0.0,0.0,98593.076707,0,1,1721224329
2024-07-11,0x088c39ee29fc30df8adc394e9f7dea33e3a26507,349,0x90f15e09b8fb5bc080b968170c638920db3a3446,0.0,0.0,87998.592166,0,1,1721256885
2024-07-11,0x088c39ee29fc30df8adc394e9f7dea33e3a26507,364,0xe7b27bd74f522afa05732ba82b2f46a38d4be098,0.0,0.0,20528.509726,0,1,1721229289
2024-07-11,0x088c39ee29fc30df8adc394e9f7dea33e3a26507,398,0x48c7e0db3dad3fe4eb0513b86fe5c38ebb4e0f91,0.0,0.0,3477.568281,0,1,1721238415
2024-07-11,0x088c39ee29fc30df8adc394e9f7dea33e3a26507,405,0x2f707265e61300e8290c18e38ebcbd129fb0b0f5,0.0,0.0,64134.58984,0,1,1721225437
2024-07-11,0x088c39ee29fc30df8adc394e9f7dea33e3a26507,427,0x0dda3228b0729bfe7698988a669b81d4a306a8ea,0.0,0.0,50358.616377,0,1,1721235305
2024-07-11,0x088c39ee29fc30df8adc394e9f7dea33e3a26507,430,0x3c20a73dceb7eccb6ce6496c85ffd35bbc526603,0.0,0.0,127181.27877,0,1,1721244675
2024-07-11,0x088c39ee29fc30df8adc394e9f7dea33e3a26507,452,0x21484a41b00c014c4ad5c92bbb7661fd7c1c9a2b,0.0,0.0,16466.055227,0,1,1721221927
2024-07-11,0x088c39ee29fc30df8adc394e9f7dea33e3a26507,474,0x115d0d8822efc9607c52b04628098b48970b993b,0.0,0.0,53026.49562,0,1,1721239081
2024-07-11,0x088c39ee29fc30df8adc394e9f7dea33e3a26507,536,0xf6ed81d5e9f61dd1ea21e96ae1d660ecc388ae4f,0.0,0.0,8555.78186,0,1,1721218525
2024-07-11,0x088c39ee29fc30df8adc394e9f7dea33e3a26507,586,0xd83410edf02ee6c9f801fc81fdc89f712f84a81e,0.0,0.0,9957.395768,0,1,1721206049
2024-07-11,0x088c39ee29fc30df8adc394e9f7dea33e3a26507,589,0x5d4d3fae4d0282fd8a558b5f42ba700974cbfd1a,0.0,0.0,32339.735041,0,1,1721222609
2024-07-11,0x088c39ee29fc30df8adc394e9f7dea33e3a26507,636,0x599321b91d0e4e541f7d172ab1cacccc0d5a8e82,0.0,0.0,35130.847255,0,1,1721232083
2024-07-11,0x088c39ee29fc30df8adc394e9f7dea33e3a26507,658,0x7f64219e48e349295a580bca164434ea5d1e8433,9367.021991,9367.021991,9350.068475,1,1,1721257141
2024-07-11,0x088c39ee29fc30df8adc394e9f7dea33e3a26507,690,0x3c04ec0d34f8c074644a792ce04366ab789d3eb3,0.0,0.0,29879.066702,0,1,1721185643
2024-07-11,0x088c39ee29fc30df8adc394e9f7dea33e3a26507,858,0xec2f247e5b282cc98905ffb8f61d9989478be146,0.0,0.0,26038.231862,0,1,1721230953
2024-07-11,0x088c39ee29fc30df8adc394e9f7dea33e3a26507,902,0x186b12ceaf08fde22e32647fcc800e45876f5bd0,0.0,0.0,1856.625239,0,1,1721222079
2024-07-11,0x088c39ee29fc30df8adc394e9f7dea33e3a26507,904,0x544845005e42fe00a3c0e9735eeec25aa068b428,0.0,0.0,18422.358441,0,1,1721228001
2024-07-11,0x088c39ee29fc30df8adc394e9f7dea33e3a26507,1005,0xceeeb61e596f0bae44b791f3f1655501df7fa045,0.0,0.0,8205.274943,0,1,1721230399
2024-07-11,0x088c39ee29fc30df8adc394e9f7dea33e3a26507,1025,0xb8c511dc5d5ab1fc51fa7a4b521f0f3da0746c28,0.0,0.0,30776.452156,0,1,1721221209
2024-07-11,0x088c39ee29fc30df8adc394e9f7dea33e3a26507,1053,0x3216a8a03b07b6b19cbc21d62c8942e625fc3e07,0.0,0.0,5801.998756,0,1,1721234741
2024-07-11,0x088c39ee29fc30df8adc394e9f7dea33e3a26507,1067,0x582d6feae1926c19304e49206c710fe06c5f5593,0.0,0.0,5125.226047,0,1,1721052579
2024-07-11,0x088c39ee29fc30df8adc394e9f7dea33e3a26507,1085,0x0192ba2f3ff12e0db99142829d12b806903068d9,0.0,0.0,13799.867592,0,1,1721253623
2024-07-11,0x088c39ee29fc30df8adc394e9f7dea33e3a26507,1136,0xec99bbb6137a80c959db44fdcda5d0ace324e7ce,15341.832923,15341.832923,0.0,1,0,1721257177
2024-07-11,0x088c39ee29fc30df8adc394e9f7dea33e3a26507,1172,0x647b41b745cf5e32e244e432902468c4bd89643c,0.0,0.0,12298.668517,0,1,1721181935
2024-07-11,0x088c39ee29fc30df8adc394e9f7dea33e3a26507,1199,0x72e0c1613fa025219f140ff7de144affa4a2207b,0.0,0.0,5968.081773,0,1,1721236205
2024-07-11,0x088c39ee29fc30df8adc394e9f7dea33e3a26507,1202,0x8ee7a7aad2aa6ef5393ee6f3a58992c906e6e734,0.0,0.0,11564.616415,0,1,1721241759
2024-07-11,0x088c39ee29fc30df8adc394e9f7dea33e3a26507,1261,0x03354437f81ae7ae5569f63ba3b4a1325dd12e69,0.0,0.0,12600.213547,0,1,1721231007
2024-07-11,0x088c39ee29fc30df8adc394e9f7dea33e3a26507,1272,0xcb3b366ced5ab2170d2ac72a5a97c4747e9186d8,0.0,0.0,9797.681377,0,1,1721248131
2024-07-11,0x088c39ee29fc30df8adc394e9f7dea33e3a26507,1343,0xe8b8385f31723c538595d133ac0293228b2a98ac,0.0,0.0,12638.168662,0,1,1721230821
